tag	evidence_count	evidence_files
agent-state-path	1	docs/backend-trace/files/src/agents/agent-paths.ts.md
agent-to-agent-context-templating	1	docs/backend-trace/files/src/agents/tools/sessions-send-helpers.ts.md
agent-to-agent-policy-gate	1	docs/backend-trace/files/src/agents/tools/sessions-helpers.ts.md
agent-to-agent-send-policy	1	docs/backend-trace/files/src/agents/tools/sessions-send-tool.ts.md
agent-to-agent-session-filter	1	docs/backend-trace/files/src/agents/tools/sessions-list-tool.ts.md
agent-tool-apply-patch	1	docs/backend-trace/files/src/agents/apply-patch.ts.md
agent-workspace-files-rpc	1	docs/backend-trace/files/src/gateway/server-methods/agents.ts.md
agents	1	docs/backend-trace/files/src/agents/pi-embedded-runner.ts.md
agents-list-tooling	1	docs/backend-trace/files/src/agents/tools/agents-list-tool.ts.md
agents-management-rpc	1	docs/backend-trace/files/src/gateway/server-methods/agents.ts.md
agents-models-skills-protocol	1	docs/backend-trace/files/src/gateway/protocol/schema/agents-models-skills.ts.md
agents-topology-validation	1	docs/backend-trace/files/src/config/zod-schema.agents.ts.md
alias-resolution	1	docs/backend-trace/files/src/agents/model-selection.ts.md
allowlist-match-metadata	1	docs/backend-trace/files/src/channels/allowlist-match.ts.md
allowlist-merge-helpers	1	docs/backend-trace/files/src/channels/allowlists/resolve-utils.ts.md
ambiguous-target-handling	1	docs/backend-trace/files/src/infra/outbound/target-resolver.ts.md
announce-best-effort-delivery	1	docs/backend-trace/files/src/agents/tools/sessions-send-tool.a2a.ts.md
antigravity-usage-fetcher	1	docs/backend-trace/files/src/infra/provider-usage.fetch.antigravity.ts.md
api-key-bridging	1	docs/backend-trace/files/src/agents/skills/env-overrides.ts.md
approval-timeout-management	1	docs/backend-trace/files/src/gateway/exec-approval-manager.ts.md
approvals-runtime-validation	1	docs/backend-trace/files/src/config/zod-schema.approvals.ts.md
archival-sweeper	1	docs/backend-trace/files/src/agents/subagent-registry.ts.md
archive-extraction	1	docs/backend-trace/files/src/infra/archive.ts.md
assistant-avatar-url-resolution	1	docs/backend-trace/files/src/gateway/control-ui-shared.ts.md
assistant-identity-resolution	1	docs/backend-trace/files/src/gateway/assistant-identity.ts.md
assistant-payload-assembly	1	docs/backend-trace/files/src/agents/pi-embedded-runner/run/payloads.ts.md
assistant-reply-fetch	1	docs/backend-trace/files/src/agents/tools/agent-step.ts.md
assistant-streaming	1	docs/backend-trace/files/src/agents/pi-embedded-subscribe.handlers.messages.ts.md
assistant-text-sanitization	1	docs/backend-trace/files/src/agents/pi-embedded-utils.ts.md
assistant-tool-bridge	1	docs/backend-trace/files/src/agents/pi-embedded-subscribe.ts.md
attachment-mime-validation	1	docs/backend-trace/files/src/gateway/chat-attachments.ts.md
audio-media-delivery	1	docs/backend-trace/files/src/agents/tools/tts-tool.ts.md
auth-api-surface	1	docs/backend-trace/files/src/agents/auth-profiles.ts.md
auth-cooldown-policy	1	docs/backend-trace/files/src/agents/auth-profiles/usage.ts.md
auth-credential-resolution	1	docs/backend-trace/files/src/agents/auth-profiles/oauth.ts.md
auth-doctor-hint	1	docs/backend-trace/files/src/agents/auth-profiles/doctor.ts.md
auth-domain-model	1	docs/backend-trace/files/src/agents/auth-profiles/types.ts.md
auth-enforcement	1	docs/backend-trace/files/src/gateway/call.ts.md
auth-health-check	1	docs/backend-trace/files/src/agents/auth-health.ts.md
auth-lock-policy	1	docs/backend-trace/files/src/agents/auth-profiles/constants.ts.md
auth-mode-detection	1	docs/backend-trace/files/src/agents/model-auth.ts.md
auth-module-boundary	1	docs/backend-trace/files/src/agents/auth-profiles.ts.md
auth-profile-crud	1	docs/backend-trace/files/src/agents/auth-profiles/profiles.ts.md
auth-profile-display	1	docs/backend-trace/files/src/agents/auth-profiles/display.ts.md
auth-profile-rotation	2	docs/backend-trace/files/src/agents/auth-profiles/order.ts.md;docs/backend-trace/files/src/agents/pi-embedded-runner/run.ts.md
auth-store-location	1	docs/backend-trace/files/src/agents/agent-paths.ts.md
auth-store-path-resolution	1	docs/backend-trace/files/src/agents/auth-profiles/paths.ts.md
auth-store-persistence	1	docs/backend-trace/files/src/agents/auth-profiles/store.ts.md
auth-store-versioning	1	docs/backend-trace/files/src/agents/auth-profiles/constants.ts.md
aws-sdk-auth-support	1	docs/backend-trace/files/src/agents/model-auth.ts.md
backend-config-override	1	docs/backend-trace/files/src/agents/cli-backends.ts.md
background-process	1	docs/backend-trace/files/src/agents/bash-tools.exec.ts.md
background-process-control	1	docs/backend-trace/files/src/agents/bash-tools.process.ts.md
bash-background-jobs	1	docs/backend-trace/files/src/agents/bash-process-registry.ts.md
bash-runtime-shared-utils	1	docs/backend-trace/files/src/agents/bash-tools.shared.ts.md
bedrock-provider-support	1	docs/backend-trace/files/src/agents/bedrock-discovery.ts.md
billing-rate-limit-detection	1	docs/backend-trace/files/src/agents/live-auth-keys.ts.md
block-reply	1	docs/backend-trace/files/src/agents/pi-embedded-subscribe.handlers.messages.ts.md
bluebubbles-action-catalog	1	docs/backend-trace/files/src/channels/plugins/bluebubbles-actions.ts.md
bluebubbles-status-audit	1	docs/backend-trace/files/src/channels/plugins/status-issues/bluebubbles.ts.md
bonjour-advertise	1	docs/backend-trace/files/src/infra/bonjour.ts.md
bonjour-error-formatting	1	docs/backend-trace/files/src/infra/bonjour-errors.ts.md
bonjour-gateway-discovery	1	docs/backend-trace/files/src/infra/bonjour-discovery.ts.md
bonjour-rejection-noise-filter	1	docs/backend-trace/files/src/infra/bonjour-ciao.ts.md
bonjour-watchdog-reannounce	1	docs/backend-trace/files/src/infra/bonjour.ts.md
boot-check	1	docs/backend-trace/files/src/gateway/boot.ts.md
bootstrap-context-injection	1	docs/backend-trace/files/src/agents/bootstrap-files.ts.md
bootstrap-context-trimming	1	docs/backend-trace/files/src/agents/pi-embedded-helpers/bootstrap.ts.md
bootstrap-hook-extension	1	docs/backend-trace/files/src/agents/bootstrap-hooks.ts.md
brew-path-resolution	1	docs/backend-trace/files/src/infra/brew.ts.md
browser-config-contract	1	docs/backend-trace/files/src/config/types.browser.ts.md
browser-control-server-bootstrap	1	docs/backend-trace/files/src/gateway/server-browser.ts.md
browser-origin-allowlist-check	1	docs/backend-trace/files/src/gateway/origin-check.ts.md
browser-request-rpc-routing	1	docs/backend-trace/files/src/gateway/server-methods/browser.ts.md
browser-tool-runtime	1	docs/backend-trace/files/src/agents/tools/browser-tool.ts.md
browser-tool-schema	1	docs/backend-trace/files/src/agents/tools/browser-tool.schema.ts.md
bundled-plugin-root-resolution	1	docs/backend-trace/files/src/plugins/bundled-dir.ts.md
bundled-skill-allowlist	1	docs/backend-trace/files/src/agents/skills/config.ts.md
bundled-skills-dir-resolution	1	docs/backend-trace/files/src/agents/skills/bundled-dir.ts.md
bundled-skills-discovery	1	docs/backend-trace/files/src/agents/skills/bundled-context.ts.md
cache-and-timeout-guards	1	docs/backend-trace/files/src/agents/tools/web-shared.ts.md
cache-trace-diagnostics	1	docs/backend-trace/files/src/agents/cache-trace.ts.md
cache-ttl-context-pruning	1	docs/backend-trace/files/src/agents/pi-embedded-runner/cache-ttl.ts.md
cache-ttl-trigger	1	docs/backend-trace/files/src/agents/pi-extensions/context-pruning/extension.ts.md
callback-interface	1	docs/backend-trace/files/src/agents/pi-embedded-subscribe.types.ts.md
canvas-host-url-resolution	1	docs/backend-trace/files/src/infra/canvas-host-url.ts.md
canvas-tooling	1	docs/backend-trace/files/src/agents/tools/canvas-tool.ts.md
catalog-cache-fallback	1	docs/backend-trace/files/src/agents/opencode-zen-models.ts.md
catalog-cache-resilience	1	docs/backend-trace/files/src/agents/model-catalog.ts.md
cdp-bridge-management	1	docs/backend-trace/files/src/agents/sandbox/browser.ts.md
channel-access-onboarding-flow	1	docs/backend-trace/files/src/channels/plugins/onboarding/channel-access.ts.md
channel-account-capability-resolution	1	docs/backend-trace/files/src/config/channel-capabilities.ts.md
channel-account-status-snapshot	1	docs/backend-trace/files/src/channels/plugins/status.ts.md
channel-action-dispatch	1	docs/backend-trace/files/src/agents/tools/message-tool.ts.md
channel-activity-tracking	1	docs/backend-trace/files/src/infra/channel-activity.ts.md
channel-adapter-capabilities	1	docs/backend-trace/files/src/infra/outbound/channel-adapters.ts.md
channel-adapter-contracts	1	docs/backend-trace/files/src/channels/plugins/types.adapters.ts.md
channel-aware-tools	1	docs/backend-trace/files/src/agents/openclaw-tools.ts.md
channel-capability-discovery	1	docs/backend-trace/files/src/agents/channel-tools.ts.md
channel-capability-registry	1	docs/backend-trace/files/src/channels/dock.ts.md
channel-category-permission-management	1	docs/backend-trace/files/src/agents/tools/discord-actions-guild.ts.md
channel-common-validation-primitives	1	docs/backend-trace/files/src/config/zod-schema.channels.ts.md
channel-config-match-resolution	1	docs/backend-trace/files/src/channels/channel-config.ts.md
channel-config-schema-wrapper	1	docs/backend-trace/files/src/channels/plugins/config-schema.ts.md
channel-config-write-helpers	1	docs/backend-trace/files/src/channels/plugins/config-helpers.ts.md
channel-config-write-planner	1	docs/backend-trace/files/src/channels/plugins/config-writes.ts.md
channel-core-type-system	1	docs/backend-trace/files/src/channels/plugins/types.core.ts.md
channel-group-mention-and-tool-policy	1	docs/backend-trace/files/src/channels/plugins/group-mentions.ts.md
channel-issue-aggregation	1	docs/backend-trace/files/src/infra/channels-status-issues.ts.md
channel-log-helpers	1	docs/backend-trace/files/src/channels/logging.ts.md
channel-media-size-policy	1	docs/backend-trace/files/src/channels/plugins/media-limits.ts.md
channel-metadata-stripping	1	docs/backend-trace/files/src/gateway/chat-sanitize.ts.md
channel-onboarding-type-contracts	1	docs/backend-trace/files/src/channels/plugins/onboarding-types.ts.md
channel-plugin-catalog	1	docs/backend-trace/files/src/channels/plugins/catalog.ts.md
channel-plugin-helpers	1	docs/backend-trace/files/src/channels/plugins/helpers.ts.md
channel-plugin-object-contract	1	docs/backend-trace/files/src/channels/plugins/types.plugin.ts.md
channel-plugin-registry-entry	1	docs/backend-trace/files/src/channels/plugins/index.ts.md
channel-plugin-types-public-surface	1	docs/backend-trace/files/src/channels/plugins/types.ts.md
channel-registry-and-aliases	1	docs/backend-trace/files/src/channels/registry.ts.md
channel-runtime-lifecycle-manager	1	docs/backend-trace/files/src/gateway/server-channels.ts.md
channel-specific-retry-policy	1	docs/backend-trace/files/src/infra/retry-policy.ts.md
channel-startup	1	docs/backend-trace/files/src/gateway/server-startup.ts.md
channel-status-summary	1	docs/backend-trace/files/src/infra/channel-summary.ts.md
channel-target-contract	1	docs/backend-trace/files/src/agents/schema/typebox.ts.md
channel-tool-hints	1	docs/backend-trace/files/src/agents/channel-tools.ts.md
channels	5	docs/backend-trace/files/src/commands/agent.ts.md;docs/backend-trace/files/src/gateway/server.impl.ts.md;docs/backend-trace/files/src/gateway/server-methods/agent.ts.md;docs/backend-trace/files/src/gateway/server-methods/send.ts.md;docs/backend-trace/files/src/agents/pi-tools.ts.md
channels-config-contract	1	docs/backend-trace/files/src/config/types.channels.ts.md
channels-logout-rpc	1	docs/backend-trace/files/src/gateway/server-methods/channels.ts.md
channels-protocol-schemas	1	docs/backend-trace/files/src/gateway/protocol/schema/channels.ts.md
channels-schema-aggregation	1	docs/backend-trace/files/src/config/zod-schema.providers.ts.md
channels-status-rpc	1	docs/backend-trace/files/src/gateway/server-methods/channels.ts.md
chat-envelope-sanitization	1	docs/backend-trace/files/src/gateway/chat-sanitize.ts.md
chat-image-attachment-ingest	1	docs/backend-trace/files/src/gateway/chat-attachments.ts.md
chat-run-abort-control	1	docs/backend-trace/files/src/gateway/chat-abort.ts.md
chat-run-timeout-cleanup	1	docs/backend-trace/files/src/gateway/server-maintenance.ts.md
chat-send-abort-inject	1	docs/backend-trace/files/src/gateway/server-methods/chat.ts.md
chat-stop-command-handling	1	docs/backend-trace/files/src/gateway/chat-abort.ts.md
chat-stream-bridge	1	docs/backend-trace/files/src/gateway/server-chat.ts.md
chat-transcript-append	1	docs/backend-trace/files/src/gateway/server-methods/chat.ts.md
chat-type-normalization	1	docs/backend-trace/files/src/channels/chat-type.ts.md
chunking	1	docs/backend-trace/files/src/memory/internal.ts.md
citation-mode-control	1	docs/backend-trace/files/src/agents/tools/memory-tool.ts.md
claude-usage-fetcher	1	docs/backend-trace/files/src/infra/provider-usage.fetch.claude.ts.md
cli-agent-runtime	1	docs/backend-trace/files/src/agents/cli-runner.ts.md
cli-discovery-under-minimal-env	1	docs/backend-trace/files/src/infra/path-env.ts.md
cli-output-normalization	1	docs/backend-trace/files/src/agents/cli-runner/helpers.ts.md
cli-run-serialization	1	docs/backend-trace/files/src/agents/cli-runner/helpers.ts.md
cli-runner-compatibility	1	docs/backend-trace/files/src/agents/claude-cli-runner.ts.md
cli-session-tracking	1	docs/backend-trace/files/src/agents/cli-session.ts.md
client-tool-delegation	1	docs/backend-trace/files/src/agents/pi-tool-definition-adapter.ts.md
clipboard-cross-platform	1	docs/backend-trace/files/src/infra/clipboard.ts.md
cloudflare-gateway-provider	1	docs/backend-trace/files/src/agents/cloudflare-ai-gateway.ts.md
codex-usage-fetcher	1	docs/backend-trace/files/src/infra/provider-usage.fetch.codex.ts.md
collision-avoidance	1	docs/backend-trace/files/src/agents/session-slug.ts.md
compaction-coordination	1	docs/backend-trace/files/src/agents/pi-embedded-subscribe.handlers.lifecycle.ts.md
compaction-driven-rotation	1	docs/backend-trace/files/src/agents/auth-profiles/session-override.ts.md
compaction-failure-recovery-signal	1	docs/backend-trace/files/src/agents/pi-embedded-runner/google.ts.md
compaction-reserve-floor	1	docs/backend-trace/files/src/agents/pi-settings.ts.md
compaction-retry-sync	1	docs/backend-trace/files/src/agents/pi-embedded-subscribe.ts.md
compaction-runtime-registry	1	docs/backend-trace/files/src/agents/pi-extensions/compaction-safeguard-runtime.ts.md
compaction-safeguard-extension	1	docs/backend-trace/files/src/agents/pi-extensions/compaction-safeguard.ts.md
compaction-safeguard-runtime	1	docs/backend-trace/files/src/agents/pi-embedded-runner/extensions.ts.md
compatibility	1	docs/backend-trace/files/src/agents/pi-tool-definition-adapter.ts.md
concurrency-safety	1	docs/backend-trace/files/src/agents/skills/serialize.ts.md
config	4	docs/backend-trace/files/src/commands/agent.ts.md;docs/backend-trace/files/src/gateway/server.impl.ts.md;docs/backend-trace/files/src/gateway/server-methods/sessions.ts.md;docs/backend-trace/files/src/memory/manager.ts.md
config-apply-and-patch	1	docs/backend-trace/files/src/agents/tools/gateway-tool.ts.md
config-apply-and-restart-sentinel	1	docs/backend-trace/files/src/gateway/server-methods/config.ts.md
config-cache-ttl-helpers	1	docs/backend-trace/files/src/config/cache-utils.ts.md
config-default-injection	1	docs/backend-trace/files/src/config/defaults.ts.md
config-env-interpolation	1	docs/backend-trace/files/src/config/env-substitution.ts.md
config-env-var-collection	1	docs/backend-trace/files/src/config/env-vars.ts.md
config-field-metadata-catalog	1	docs/backend-trace/files/src/config/schema.field-metadata.ts.md
config-fingerprint	1	docs/backend-trace/files/src/memory/manager-cache-key.ts.md
config-hash-reconcile	1	docs/backend-trace/files/src/agents/sandbox/docker.ts.md
config-load-validate-write-pipeline	1	docs/backend-trace/files/src/config/io.ts.md
config-module-public-surface	1	docs/backend-trace/files/src/config/config.ts.md
config-path-mutation-helpers	1	docs/backend-trace/files/src/config/config-paths.ts.md
config-path-normalization	1	docs/backend-trace/files/src/config/normalize-paths.ts.md
config-protocol-schemas	1	docs/backend-trace/files/src/gateway/protocol/schema/config.ts.md
config-restart-escalation	1	docs/backend-trace/files/src/gateway/server-reload-handlers.ts.md
config-rpc-with-optimistic-lock	1	docs/backend-trace/files/src/gateway/server-methods/config.ts.md
config-schema-and-ui-metadata-service	1	docs/backend-trace/files/src/config/schema.ts.md
config-section-merge-helpers	1	docs/backend-trace/files/src/config/merge-config.ts.md
config-snapshot-redaction-and-restore	1	docs/backend-trace/files/src/config/redact-snapshot.ts.md
config-test-isolation-helpers	1	docs/backend-trace/files/src/config/test-helpers.ts.md
config-types-public-surface	1	docs/backend-trace/files/src/config/types.ts.md
config-ui-hints-generation	1	docs/backend-trace/files/src/config/schema.hints.ts.md
config-update-logging	1	docs/backend-trace/files/src/config/logging.ts.md
config-validation-pipeline	1	docs/backend-trace/files/src/config/validation.ts.md
connect-method-guard	1	docs/backend-trace/files/src/gateway/server-methods/connect.ts.md
connection-resolution	1	docs/backend-trace/files/src/gateway/call.ts.md
container-metadata-tracking	1	docs/backend-trace/files/src/agents/sandbox/registry.ts.md
container-reuse-safety	1	docs/backend-trace/files/src/agents/sandbox/config-hash.ts.md
context-compaction	1	docs/backend-trace/files/src/agents/compaction.ts.md
context-fallback-default	1	docs/backend-trace/files/src/agents/defaults.ts.md
context-overflow-mitigation	1	docs/backend-trace/files/src/agents/pi-embedded-runner/tool-result-truncation.ts.md
context-overflow-recovery	1	docs/backend-trace/files/src/agents/pi-embedded-runner/run.ts.md
context-pruning-algorithm	1	docs/backend-trace/files/src/agents/pi-extensions/context-pruning/pruner.ts.md
context-pruning-config-schema	1	docs/backend-trace/files/src/agents/pi-extensions/context-pruning/settings.ts.md
context-pruning-extension-entry	1	docs/backend-trace/files/src/agents/pi-extensions/context-pruning.ts.md
context-pruning-hook	1	docs/backend-trace/files/src/agents/pi-extensions/context-pruning/extension.ts.md
context-pruning-runtime	1	docs/backend-trace/files/src/agents/pi-embedded-runner/extensions.ts.md
context-pruning-runtime-registry	1	docs/backend-trace/files/src/agents/pi-extensions/context-pruning/runtime.ts.md
context-recovery	1	docs/backend-trace/files/src/agents/pi-embedded-runner/compact.ts.md
context-window-guardrail	1	docs/backend-trace/files/src/agents/context-window-guard.ts.md
context-window-lookup	1	docs/backend-trace/files/src/agents/context.ts.md
control-command-gating	1	docs/backend-trace/files/src/channels/command-gating.ts.md
control-ui-asset-resolution	1	docs/backend-trace/files/src/infra/control-ui-assets.ts.md
control-ui-auto-build	1	docs/backend-trace/files/src/infra/control-ui-assets.ts.md
control-ui-avatar-endpoint	1	docs/backend-trace/files/src/gateway/control-ui.ts.md
control-ui-http-serving	1	docs/backend-trace/files/src/gateway/control-ui.ts.md
control-ui-path-normalization	1	docs/backend-trace/files/src/gateway/control-ui-shared.ts.md
conversation-label-derivation	1	docs/backend-trace/files/src/channels/conversation-label.ts.md
cooldown-aware-provider-skip	1	docs/backend-trace/files/src/agents/model-fallback.ts.md
cooldown-aware-selection	1	docs/backend-trace/files/src/agents/auth-profiles/order.ts.md
cooldown-failover	1	docs/backend-trace/files/src/agents/auth-profiles/session-override.ts.md
copilot-usage-fetcher	1	docs/backend-trace/files/src/infra/provider-usage.fetch.copilot.ts.md
core-config-base-contracts	1	docs/backend-trace/files/src/config/types.base.ts.md
core-schema-primitives	1	docs/backend-trace/files/src/config/zod-schema.core.ts.md
crash-recovery-resume	1	docs/backend-trace/files/src/agents/subagent-registry.store.ts.md
credential-bridge	1	docs/backend-trace/files/src/agents/auth-profiles/external-cli-sync.ts.md
credential-cache	1	docs/backend-trace/files/src/agents/cli-credentials.ts.md
credential-type-system	1	docs/backend-trace/files/src/agents/auth-profiles/types.ts.md
cron	4	docs/backend-trace/files/src/cron/service/ops.ts.md;docs/backend-trace/files/src/cron/service.ts.md;docs/backend-trace/files/src/gateway/server-cron.ts.md;docs/backend-trace/files/src/gateway/server.impl.ts.md
cron-concurrency-lock	1	docs/backend-trace/files/src/cron/service/locked.ts.md
cron-config-contract	1	docs/backend-trace/files/src/config/types.cron.ts.md
cron-delivery-filtering	1	docs/backend-trace/files/src/cron/isolated-agent/helpers.ts.md
cron-delivery-inference	1	docs/backend-trace/files/src/agents/tools/cron-tool.ts.md
cron-delivery-policy	1	docs/backend-trace/files/src/cron/delivery.ts.md
cron-delivery-target-resolution	1	docs/backend-trace/files/src/cron/isolated-agent/delivery-target.ts.md
cron-domain-model	1	docs/backend-trace/files/src/cron/types.ts.md
cron-input-normalization	1	docs/backend-trace/files/src/cron/normalize.ts.md
cron-input-validation	1	docs/backend-trace/files/src/cron/validate-timestamp.ts.md
cron-isolated-entry	1	docs/backend-trace/files/src/cron/isolated-agent.ts.md
cron-isolated-runner	1	docs/backend-trace/files/src/cron/isolated-agent/run.ts.md
cron-job-lifecycle	1	docs/backend-trace/files/src/cron/service/jobs.ts.md
cron-method-handlers	1	docs/backend-trace/files/src/gateway/server-methods/cron.ts.md
cron-model-fallback	1	docs/backend-trace/files/src/cron/isolated-agent/run.ts.md
cron-next-run	1	docs/backend-trace/files/src/cron/schedule.ts.md
cron-payload-migration	1	docs/backend-trace/files/src/cron/payload-migration.ts.md
cron-persistence	1	docs/backend-trace/files/src/cron/store.ts.md
cron-persistence-runtime	1	docs/backend-trace/files/src/cron/service/store.ts.md
cron-protocol-schemas	1	docs/backend-trace/files/src/gateway/protocol/schema/cron.ts.md
cron-run-audit-log	1	docs/backend-trace/files/src/cron/run-log.ts.md
cron-service-normalization	1	docs/backend-trace/files/src/cron/service/normalize.ts.md
cron-service-state	1	docs/backend-trace/files/src/cron/service/state.ts.md
cron-session-bootstrap	1	docs/backend-trace/files/src/cron/isolated-agent/session.ts.md
cron-session-retention	1	docs/backend-trace/files/src/cron/session-reaper.ts.md
cron-store-migration	1	docs/backend-trace/files/src/cron/service/store.ts.md
cron-summary-delivery	1	docs/backend-trace/files/src/cron/isolated-agent/run.ts.md
cron-time-context	1	docs/backend-trace/files/src/agents/current-time.ts.md
cron-time-parse	1	docs/backend-trace/files/src/cron/parse.ts.md
cron-timer-engine	1	docs/backend-trace/files/src/cron/service/timer.ts.md
cron-tool-runtime	1	docs/backend-trace/files/src/agents/tools/cron-tool.ts.md
cross-agent-history-policy	1	docs/backend-trace/files/src/agents/tools/sessions-history-tool.ts.md
cross-agent-spawn-authorization	1	docs/backend-trace/files/src/agents/tools/sessions-spawn-tool.ts.md
cross-agent-status-policy	1	docs/backend-trace/files/src/agents/tools/session-status-tool.ts.md
cross-channel-message-action-dispatch	1	docs/backend-trace/files/src/channels/plugins/message-actions.ts.md
cross-channel-safety	1	docs/backend-trace/files/src/agents/subagent-announce-queue.ts.md
cross-channel-session-key-routing	1	docs/backend-trace/files/src/infra/outbound/outbound-session.ts.md
cross-channel-target-abstraction	1	docs/backend-trace/files/src/channels/targets.ts.md
cross-context-guardrail	1	docs/backend-trace/files/src/infra/outbound/outbound-policy.ts.md
cross-context-origin-marker	1	docs/backend-trace/files/src/infra/outbound/outbound-policy.ts.md
cross-platform-port-inspection	1	docs/backend-trace/files/src/infra/ports-inspect.ts.md
cross-process-locking	1	docs/backend-trace/files/src/agents/session-write-lock.ts.md
cross-session-message-routing	1	docs/backend-trace/files/src/agents/tools/sessions-send-tool.ts.md
dangerous-node-command-gating	1	docs/backend-trace/files/src/gateway/node-command-policy.ts.md
datetime-formatting	1	docs/backend-trace/files/src/infra/format-time/format-datetime.ts.md
dedupe-cache	1	docs/backend-trace/files/src/infra/dedupe.ts.md
delivery-context-fallback	1	docs/backend-trace/files/src/agents/tools/sessions-announce-target.ts.md
delivery-output-format	1	docs/backend-trace/files/src/infra/outbound/format.ts.md
delivery-result-normalization	1	docs/backend-trace/files/src/infra/outbound/envelope.ts.md
delivery-target-resolution	1	docs/backend-trace/files/src/infra/outbound/targets.ts.md
device-auth	1	docs/backend-trace/files/src/gateway/client.ts.md
device-auth-payload-canonicalization	1	docs/backend-trace/files/src/gateway/device-auth.ts.md
device-auth-token-storage	1	docs/backend-trace/files/src/infra/device-auth-store.ts.md
device-control-and-capture	1	docs/backend-trace/files/src/agents/tools/nodes-tool.ts.md
device-identity-crypto	1	docs/backend-trace/files/src/infra/device-identity.ts.md
device-live-image-probe	1	docs/backend-trace/files/src/gateway/live-image-probe.ts.md
device-pairing-and-token-rpc	1	docs/backend-trace/files/src/gateway/server-methods/devices.ts.md
device-pairing-enforcement	1	docs/backend-trace/files/src/gateway/server/ws-connection/message-handler.ts.md
device-pairing-protocol-schemas	1	docs/backend-trace/files/src/gateway/protocol/schema/devices.ts.md
device-pairing-workflow	1	docs/backend-trace/files/src/infra/device-pairing.ts.md
device-scoped-auth-token	1	docs/backend-trace/files/src/infra/device-pairing.ts.md
diagnostic-event-bus	1	docs/backend-trace/files/src/infra/diagnostic-events.ts.md
diagnostic-flag-gating	1	docs/backend-trace/files/src/infra/diagnostic-flags.ts.md
diagnostic-usability	1	docs/backend-trace/files/src/agents/auth-profiles/display.ts.md
direct-vs-gateway-delivery	1	docs/backend-trace/files/src/infra/outbound/message.ts.md
directory-backed-target-resolution	1	docs/backend-trace/files/src/infra/outbound/target-resolver.ts.md
directory-from-config-resolvers	1	docs/backend-trace/files/src/channels/plugins/directory-config.ts.md
directory-query-cache	1	docs/backend-trace/files/src/infra/outbound/directory-cache.ts.md
dirty-incremental-sync	1	docs/backend-trace/files/src/memory/sync-session-files.ts.md
discord-account-resolution	1	docs/backend-trace/files/src/discord/accounts.ts.md
discord-action-dispatch	1	docs/backend-trace/files/src/agents/tools/discord-actions.ts.md
discord-action-dispatcher	1	docs/backend-trace/files/src/channels/plugins/actions/discord/handle-action.ts.md
discord-agent-interactive-components	1	docs/backend-trace/files/src/discord/monitor/agent-components.ts.md
discord-allowlist-policy-engine	1	docs/backend-trace/files/src/discord/monitor/allow-list.ts.md
